b'doubleTwelveTaskFragmentReceived:_765702',b'3' 
b'doubleTwelveTaskFragmentReceived:_505615',b'3' 
b'doubleTwelveTaskFragmentReceived:_755377',b'2' 
b'doubleTwelveTaskFragmentReceived:_813985',b'9' 
b'doubleTwelveTaskFragmentReceived:_861964',b'13' 
b'doubleTwelveTaskFragmentReceived:_1033533',b'6' 
b'doubleTwelveTaskFragmentReceived:_922624',b'7' 
b'doubleTwelveTaskFragmentReceived:_893872',b'17' 
b'doubleTwelveTaskFragmentReceived:_684275',b'11' 
b'doubleTwelveTaskFragmentReceived:_577278',b'3' 
b'doubleTwelveTaskFragmentReceived:_395792',b'15' 
b'doubleTwelveTaskFragmentReceived:_497485',b'14' 
b'doubleTwelveTaskFragmentReceived:_298351',b'9' 
b'doubleTwelveTaskFragmentReceived:_1053905',b'3' 
b'doubleTwelveTaskFragmentReceived:_808879',b'3' 
b'doubleTwelveTaskFragmentReceived:_892142',b'3' 
b'doubleTwelveTaskFragmentReceived:_966414',b'5' 
b'doubleTwelveTaskFragmentReceived:_89097',b'2' 
b'doubleTwelveTaskFragmentReceived:_482782',b'9' 
b'doubleTwelveTaskFragmentReceived:_731522',b'2' 
b'doubleTwelveTaskFragmentReceived:_156573',b'8' 
b'doubleTwelveTaskFragmentReceived:_1071659',b'3' 
b'doubleTwelveTaskFragmentReceived:_302136',b'3' 
b'doubleTwelveTaskFragmentReceived:_954566',b'3' 
b'doubleTwelveTaskFragmentReceived:_1050453',b'5' 
b'doubleTwelveTaskFragmentReceived:_964378',b'4' 
b'doubleTwelveTaskFragmentReceived:_1039730',b'3' 
b'doubleTwelveTaskFragmentReceived:_211662',b'6' 
b'doubleTwelveTaskFragmentReceived:_27144',b'8' 
b'doubleTwelveTaskFragmentReceived:_378637',b'8' 
b'doubleTwelveTaskFragmentReceived:_632622',b'3' 
b'doubleTwelveTaskFragmentReceived:_469254',b'3' 
b'doubleTwelveTaskFragmentReceived:_132080',b'12' 
b'doubleTwelveTaskFragmentReceived:_506244',b'3' 
b'doubleTwelveTaskFragmentReceived:_1011216',b'5' 
b'doubleTwelveTaskFragmentReceived:_997286',b'4' 
b'doubleTwelveTaskFragmentReceived:_171620',b'7' 
b'doubleTwelveTaskFragmentReceived:_1009352',b'2' 
b'doubleTwelveTaskFragmentReceived:_1007173',b'3' 
b'doubleTwelveTaskFragmentReceived:_334350',b'6' 
b'doubleTwelveTaskFragmentReceived:_596888',b'11' 
b'doubleTwelveTaskFragmentReceived:_864178',b'6' 
b'doubleTwelveTaskFragmentReceived:_238727',b'7' 
b'doubleTwelveTaskFragmentReceived:_150885',b'5' 
b'doubleTwelveTaskFragmentReceived:_1013891',b'3' 
b'doubleTwelveTaskFragmentReceived:_729396',b'9' 
b'doubleTwelveTaskFragmentReceived:_1069812',b'3' 
b'doubleTwelveTaskFragmentReceived:_869220',b'12' 
b'doubleTwelveTaskFragmentReceived:_421976',b'9' 
b'doubleTwelveTaskFragmentReceived:_1033362',b'3' 
b'doubleTwelveTaskFragmentReceived:_941055',b'12' 
b'doubleTwelveTaskFragmentReceived:_337878',b'11' 
b'doubleTwelveTaskFragmentReceived:_523067',b'6' 
b'doubleTwelveTaskFragmentReceived:_489152',b'3' 
b'doubleTwelveTaskFragmentReceived:_258964',b'17' 
b'doubleTwelveTaskFragmentReceived:_283707',b'3' 
b'doubleTwelveTaskFragmentReceived:_18646',b'9' 
b'doubleTwelveTaskFragmentReceived:_344436',b'12' 
b'doubleTwelveTaskFragmentReceived:_210135',b'3' 
b'doubleTwelveTaskFragmentReceived:_557677',b'19' 
b'doubleTwelveTaskFragmentReceived:_554399',b'9' 
b'doubleTwelveTaskFragmentReceived:_168282',b'18' 
b'doubleTwelveTaskFragmentReceived:_816913',b'8' 
b'doubleTwelveTaskFragmentReceived:_732417',b'15' 
b'doubleTwelveTaskFragmentReceived:_691172',b'6' 
b'doubleTwelveTaskFragmentReceived:_505261',b'3' 
b'doubleTwelveTaskFragmentReceived:_1001192',b'3' 
b'doubleTwelveTaskFragmentReceived:_456660',b'2' 
b'doubleTwelveTaskFragmentReceived:_186206',b'12' 
b'doubleTwelveTaskFragmentReceived:_459791',b'8' 
b'doubleTwelveTaskFragmentReceived:_734771',b'9' 
b'doubleTwelveTaskFragmentReceived:_11228',b'4' 
b'doubleTwelveTaskFragmentReceived:_246523',b'18' 
b'doubleTwelveTaskFragmentReceived:_1079535',b'3' 
b'doubleTwelveTaskFragmentReceived:_762844',b'3' 
b'doubleTwelveTaskFragmentReceived:_578886',b'6' 
b'doubleTwelveTaskFragmentReceived:_598428',b'7' 
b'doubleTwelveTaskFragmentReceived:_1087726',b'3' 
b'doubleTwelveTaskFragmentReceived:_952949',b'3' 
b'doubleTwelveTaskFragmentReceived:_116875',b'6' 
b'doubleTwelveTaskFragmentReceived:_592725',b'1' 
b'doubleTwelveTaskFragmentReceived:_206251',b'9' 
b'doubleTwelveTaskFragmentReceived:_774728',b'3' 
b'doubleTwelveTaskFragmentReceived:_19424',b'3' 
b'doubleTwelveTaskFragmentReceived:_895429',b'6' 
b'doubleTwelveTaskFragmentReceived:_1017883',b'6' 
b'doubleTwelveTaskFragmentReceived:_186765',b'3' 
b'doubleTwelveTaskFragmentReceived:_577116',b'6' 
b'doubleTwelveTaskFragmentReceived:_641980',b'5' 
b'doubleTwelveTaskFragmentReceived:_576207',b'3' 
b'doubleTwelveTaskFragmentReceived:_998825',b'5' 
b'doubleTwelveTaskFragmentReceived:_1015545',b'3' 
b'doubleTwelveTaskFragmentReceived:_332493',b'6' 
b'doubleTwelveTaskFragmentReceived:_607614',b'14' 
b'doubleTwelveTaskFragmentReceived:_342551',b'3' 
b'doubleTwelveTaskFragmentReceived:_432324',b'4' 
b'doubleTwelveTaskFragmentReceived:_356920',b'4' 
b'doubleTwelveTaskFragmentReceived:_1046656',b'3' 
b'doubleTwelveTaskFragmentReceived:_977990',b'3' 
b'doubleTwelveTaskFragmentReceived:_785146',b'8' 
b'doubleTwelveTaskFragmentReceived:_759922',b'3' 
b'doubleTwelveTaskFragmentReceived:_552656',b'8' 
b'doubleTwelveTaskFragmentReceived:_889451',b'6' 
b'doubleTwelveTaskFragmentReceived:_287147',b'3' 
b'doubleTwelveTaskFragmentReceived:_492973',b'5' 
b'doubleTwelveTaskFragmentReceived:_767652',b'17' 
b'doubleTwelveTaskFragmentReceived:_957451',b'9' 
b'doubleTwelveTaskFragmentReceived:_1060278',b'3' 
b'doubleTwelveTaskFragmentReceived:_182370',b'14' 
b'doubleTwelveTaskFragmentReceived:_1090498',b'6' 
b'doubleTwelveTaskFragmentReceived:_887531',b'12' 
b'doubleTwelveTaskFragmentReceived:_916126',b'12' 
b'doubleTwelveTaskFragmentReceived:_306610',b'6' 
b'doubleTwelveTaskFragmentReceived:_515621',b'6' 
b'doubleTwelveTaskFragmentReceived:_811630',b'17' 
b'doubleTwelveTaskFragmentReceived:_984445',b'3' 
b'doubleTwelveTaskFragmentReceived:_459257',b'3' 
b'doubleTwelveTaskFragmentReceived:_313904',b'6' 
b'doubleTwelveTaskFragmentReceived:_904493',b'3' 
b'doubleTwelveTaskFragmentReceived:_637804',b'6' 
b'doubleTwelveTaskFragmentReceived:_448065',b'9' 
b'doubleTwelveTaskFragmentReceived:_29527',b'3' 
b'doubleTwelveTaskFragmentReceived:_518579',b'12' 
b'doubleTwelveTaskFragmentReceived:_686184',b'6' 
b'doubleTwelveTaskFragmentReceived:_986595',b'3' 
b'doubleTwelveTaskFragmentReceived:_457017',b'5' 
b'doubleTwelveTaskFragmentReceived:_554232',b'3' 
b'doubleTwelveTaskFragmentReceived:_794416',b'3' 
b'doubleTwelveTaskFragmentReceived:_588731',b'3' 
b'doubleTwelveTaskFragmentReceived:_240295',b'11' 
b'doubleTwelveTaskFragmentReceived:_932181',b'3' 
b'doubleTwelveTaskFragmentReceived:_984786',b'12' 
b'doubleTwelveTaskFragmentReceived:_261300',b'3' 
b'doubleTwelveTaskFragmentReceived:_495894',b'8' 
b'doubleTwelveTaskFragmentReceived:_591194',b'2' 
b'doubleTwelveTaskFragmentReceived:_154090',b'11' 
b'doubleTwelveTaskFragmentReceived:_794971',b'14' 
b'doubleTwelveTaskFragmentReceived:_160279',b'3' 
b'doubleTwelveTaskFragmentReceived:_738126',b'4' 
b'doubleTwelveTaskFragmentReceived:_136334',b'9' 
b'doubleTwelveTaskFragmentReceived:_552007',b'3' 
b'doubleTwelveTaskFragmentReceived:_1063194',b'8' 
b'doubleTwelveTaskFragmentReceived:_11758',b'4' 
b'doubleTwelveTaskFragmentReceived:_1039206',b'3' 
b'doubleTwelveTaskFragmentReceived:_787488',b'6' 
b'doubleTwelveTaskFragmentReceived:_971120',b'13' 
b'doubleTwelveTaskFragmentReceived:_235848',b'4' 
b'doubleTwelveTaskFragmentReceived:_757068',b'3' 
b'doubleTwelveTaskFragmentReceived:_525009',b'17' 
b'doubleTwelveTaskFragmentReceived:_984324',b'5' 
b'doubleTwelveTaskFragmentReceived:_1019579',b'8' 
b'doubleTwelveTaskFragmentReceived:_812472',b'13' 
b'doubleTwelveTaskFragmentReceived:_232226',b'3' 
b'doubleTwelveTaskFragmentReceived:_575582',b'16' 
b'doubleTwelveTaskFragmentReceived:_781172',b'15' 
b'doubleTwelveTaskFragmentReceived:_446488',b'3' 
b'doubleTwelveTaskFragmentReceived:_932088',b'17' 
b'doubleTwelveTaskFragmentReceived:_658498',b'6' 
b'doubleTwelveTaskFragmentReceived:_80499',b'6' 
b'doubleTwelveTaskFragmentReceived:_425020',b'6' 
b'doubleTwelveTaskFragmentReceived:_14110',b'7' 
b'doubleTwelveTaskFragmentReceived:_710944',b'3' 
b'doubleTwelveTaskFragmentReceived:_764340',b'3' 
b'doubleTwelveTaskFragmentReceived:_94218',b'6' 
b'doubleTwelveTaskFragmentReceived:_522281',b'9' 
b'doubleTwelveTaskFragmentReceived:_810887',b'3' 
b'doubleTwelveTaskFragmentReceived:_459409',b'3' 
b'doubleTwelveTaskFragmentReceived:_745101',b'6' 
b'doubleTwelveTaskFragmentReceived:_731385',b'3' 
b'doubleTwelveTaskFragmentReceived:_330039',b'4' 
b'doubleTwelveTaskFragmentReceived:_646415',b'7' 
b'doubleTwelveTaskFragmentReceived:_968400',b'3' 
b'doubleTwelveTaskFragmentReceived:_262895',b'2' 
b'doubleTwelveTaskFragmentReceived:_421986',b'17' 
b'doubleTwelveTaskFragmentReceived:_955959',b'3' 
b'doubleTwelveTaskFragmentReceived:_1001059',b'10' 
b'doubleTwelveTaskFragmentReceived:_732341',b'5' 
b'doubleTwelveTaskFragmentReceived:_241482',b'2' 
b'doubleTwelveTaskFragmentReceived:_914593',b'3' 
b'doubleTwelveTaskFragmentReceived:_54930',b'15' 
b'doubleTwelveTaskFragmentReceived:_1006252',b'14' 
b'doubleTwelveTaskFragmentReceived:_55225',b'3' 
b'doubleTwelveTaskFragmentReceived:_523450',b'6' 
b'doubleTwelveTaskFragmentReceived:_708176',b'9' 
b'doubleTwelveTaskFragmentReceived:_143071',b'6' 
b'doubleTwelveTaskFragmentReceived:_827223',b'15' 
b'doubleTwelveTaskFragmentReceived:_535369',b'3' 
b'doubleTwelveTaskFragmentReceived:_315875',b'12' 
b'doubleTwelveTaskFragmentReceived:_331254',b'3' 
b'doubleTwelveTaskFragmentReceived:_99049',b'8' 
b'doubleTwelveTaskFragmentReceived:_594778',b'8' 
b'doubleTwelveTaskFragmentReceived:_811976',b'6' 
b'doubleTwelveTaskFragmentReceived:_247025',b'8' 
b'doubleTwelveTaskFragmentReceived:_699133',b'8' 
b'doubleTwelveTaskFragmentReceived:_296882',b'15' 
b'doubleTwelveTaskFragmentReceived:_556488',b'6' 
b'doubleTwelveTaskFragmentReceived:_131109',b'3' 
b'doubleTwelveTaskFragmentReceived:_931186',b'5' 
b'doubleTwelveTaskFragmentReceived:_932453',b'3' 
b'doubleTwelveTaskFragmentReceived:_827973',b'3' 
b'doubleTwelveTaskFragmentReceived:_845633',b'3' 
b'doubleTwelveTaskFragmentReceived:_65100',b'4' 
b'doubleTwelveTaskFragmentReceived:_1022872',b'7' 
b'doubleTwelveTaskFragmentReceived:_9836',b'15' 
b'doubleTwelveTaskFragmentReceived:_574570',b'5' 
b'doubleTwelveTaskFragmentReceived:_461532',b'12' 
b'doubleTwelveTaskFragmentReceived:_368548',b'6' 
b'doubleTwelveTaskFragmentReceived:_930487',b'3' 
b'doubleTwelveTaskFragmentReceived:_292143',b'6' 
b'doubleTwelveTaskFragmentReceived:_976910',b'3' 
b'doubleTwelveTaskFragmentReceived:_946709',b'3' 
b'doubleTwelveTaskFragmentReceived:_724314',b'18' 
b'doubleTwelveTaskFragmentReceived:_819947',b'3' 
b'doubleTwelveTaskFragmentReceived:_1031643',b'3' 
b'doubleTwelveTaskFragmentReceived:_377376',b'6' 
b'doubleTwelveTaskFragmentReceived:_990174',b'3' 
b'doubleTwelveTaskFragmentReceived:_449209',b'14' 
b'doubleTwelveTaskFragmentReceived:_955435',b'3' 
b'doubleTwelveTaskFragmentReceived:_671204',b'2' 
b'doubleTwelveTaskFragmentReceived:_887119',b'2' 
b'doubleTwelveTaskFragmentReceived:_693041',b'5' 
b'doubleTwelveTaskFragmentReceived:_937130',b'6' 
b'doubleTwelveTaskFragmentReceived:_1057302',b'3' 
b'doubleTwelveTaskFragmentReceived:_647514',b'8' 
b'doubleTwelveTaskFragmentReceived:_985726',b'6' 
b'doubleTwelveTaskFragmentReceived:_600386',b'15' 
b'doubleTwelveTaskFragmentReceived:_219984',b'3' 
b'doubleTwelveTaskFragmentReceived:_455177',b'11' 
b'doubleTwelveTaskFragmentReceived:_21377',b'3' 
b'doubleTwelveTaskFragmentReceived:_466141',b'15' 
b'doubleTwelveTaskFragmentReceived:_165194',b'12' 
b'doubleTwelveTaskFragmentReceived:_186197',b'15' 
b'doubleTwelveTaskFragmentReceived:_820519',b'3' 
b'doubleTwelveTaskFragmentReceived:_851877',b'7' 
b'doubleTwelveTaskFragmentReceived:_331230',b'11' 
b'doubleTwelveTaskFragmentReceived:_497837',b'3' 
b'doubleTwelveTaskFragmentReceived:_752790',b'4' 
b'doubleTwelveTaskFragmentReceived:_1027986',b'2' 
b'doubleTwelveTaskFragmentReceived:_908755',b'9' 
b'doubleTwelveTaskFragmentReceived:_1016694',b'11' 
b'doubleTwelveTaskFragmentReceived:_658001',b'7' 
b'doubleTwelveTaskFragmentReceived:_787371',b'6' 
b'doubleTwelveTaskFragmentReceived:_986068',b'3' 
b'doubleTwelveTaskFragmentReceived:_1041040',b'3' 
b'doubleTwelveTaskFragmentReceived:_812634',b'14' 
b'doubleTwelveTaskFragmentReceived:_659815',b'3' 
b'doubleTwelveTaskFragmentReceived:_816493',b'3' 
b'doubleTwelveTaskFragmentReceived:_138922',b'14' 
b'doubleTwelveTaskFragmentReceived:_718851',b'13' 
b'doubleTwelveTaskFragmentReceived:_136587',b'2' 
b'doubleTwelveTaskFragmentReceived:_1067278',b'3' 
b'doubleTwelveTaskFragmentReceived:_343867',b'6' 
b'doubleTwelveTaskFragmentReceived:_755959',b'6' 
b'doubleTwelveTaskFragmentReceived:_820791',b'4' 
b'doubleTwelveTaskFragmentReceived:_1085339',b'6' 
b'doubleTwelveTaskFragmentReceived:_212315',b'5' 
b'doubleTwelveTaskFragmentReceived:_746183',b'5' 
b'doubleTwelveTaskFragmentReceived:_296178',b'5' 
b'doubleTwelveTaskFragmentReceived:_174409',b'3' 
b'doubleTwelveTaskFragmentReceived:_192296',b'3' 
b'doubleTwelveTaskFragmentReceived:_1054809',b'6' 
b'doubleTwelveTaskFragmentReceived:_160775',b'9' 
b'doubleTwelveTaskFragmentReceived:_833810',b'3' 
b'doubleTwelveTaskFragmentReceived:_1007043',b'14' 
b'doubleTwelveTaskFragmentReceived:_480071',b'6' 
b'doubleTwelveTaskFragmentReceived:_10742',b'7' 
b'doubleTwelveTaskFragmentReceived:_289615',b'12' 
b'doubleTwelveTaskFragmentReceived:_331201',b'3' 
b'doubleTwelveTaskFragmentReceived:_749933',b'15' 
b'doubleTwelveTaskFragmentReceived:_1051275',b'3' 
b'doubleTwelveTaskFragmentReceived:_761680',b'3' 
b'doubleTwelveTaskFragmentReceived:_13698',b'6' 
b'doubleTwelveTaskFragmentReceived:_328931',b'9' 
b'doubleTwelveTaskFragmentReceived:_945486',b'4' 
b'doubleTwelveTaskFragmentReceived:_820004',b'3' 
b'doubleTwelveTaskFragmentReceived:_32577',b'15' 
b'doubleTwelveTaskFragmentReceived:_1082821',b'3' 
b'doubleTwelveTaskFragmentReceived:_998614',b'6' 
b'doubleTwelveTaskFragmentReceived:_601153',b'3' 
b'doubleTwelveTaskFragmentReceived:_91975',b'6' 
b'doubleTwelveTaskFragmentReceived:_198400',b'8' 
b'doubleTwelveTaskFragmentReceived:_186340',b'15' 
b'doubleTwelveTaskFragmentReceived:_23611',b'6' 
b'doubleTwelveTaskFragmentReceived:_1084663',b'3' 
b'doubleTwelveTaskFragmentReceived:_1076360',b'7' 
b'doubleTwelveTaskFragmentReceived:_761590',b'12' 
b'doubleTwelveTaskFragmentReceived:_296327',b'8' 
b'doubleTwelveTaskFragmentReceived:_828759',b'15' 
b'doubleTwelveTaskFragmentReceived:_131207',b'2' 
b'doubleTwelveTaskFragmentReceived:_30153',b'6' 
b'doubleTwelveTaskFragmentReceived:_986296',b'3' 
b'doubleTwelveTaskFragmentReceived:_793870',b'3' 
b'doubleTwelveTaskFragmentReceived:_525652',b'3' 
b'doubleTwelveTaskFragmentReceived:_246670',b'9' 
b'doubleTwelveTaskFragmentReceived:_689069',b'8' 
b'doubleTwelveTaskFragmentReceived:_5874',b'5' 
b'doubleTwelveTaskFragmentReceived:_914083',b'9' 
b'doubleTwelveTaskFragmentReceived:_5102',b'6' 
b'doubleTwelveTaskFragmentReceived:_1047882',b'3' 
b'doubleTwelveTaskFragmentReceived:_825193',b'15' 
b'doubleTwelveTaskFragmentReceived:_14411',b'5' 
b'doubleTwelveTaskFragmentReceived:_564106',b'3' 
b'doubleTwelveTaskFragmentReceived:_912667',b'7' 
b'doubleTwelveTaskFragmentReceived:_260971',b'6' 
b'doubleTwelveTaskFragmentReceived:_601377',b'5' 
b'doubleTwelveTaskFragmentReceived:_691128',b'3' 
b'doubleTwelveTaskFragmentReceived:_266663',b'6' 
b'doubleTwelveTaskFragmentReceived:_1024931',b'8' 
b'doubleTwelveTaskFragmentReceived:_595947',b'9' 
b'doubleTwelveTaskFragmentReceived:_607661',b'10' 
b'doubleTwelveTaskFragmentReceived:_511695',b'3' 
b'doubleTwelveTaskFragmentReceived:_737817',b'12' 
b'doubleTwelveTaskFragmentReceived:_546497',b'15' 
b'doubleTwelveTaskFragmentReceived:_667753',b'3' 
b'doubleTwelveTaskFragmentReceived:_436298',b'15' 
b'doubleTwelveTaskFragmentReceived:_662457',b'3' 
b'doubleTwelveTaskFragmentReceived:_1013633',b'3' 
b'doubleTwelveTaskFragmentReceived:_993213',b'5' 
b'doubleTwelveTaskFragmentReceived:_769285',b'2' 
b'doubleTwelveTaskFragmentReceived:_1023707',b'5' 
b'doubleTwelveTaskFragmentReceived:_78230',b'3' 
b'doubleTwelveTaskFragmentReceived:_741681',b'5' 
b'doubleTwelveTaskFragmentReceived:_998650',b'3' 
b'doubleTwelveTaskFragmentReceived:_617155',b'6' 
b'doubleTwelveTaskFragmentReceived:_1007260',b'4' 
b'doubleTwelveTaskFragmentReceived:_96547',b'6' 
b'doubleTwelveTaskFragmentReceived:_594416',b'6' 
b'doubleTwelveTaskFragmentReceived:_87791',b'3' 
b'doubleTwelveTaskFragmentReceived:_283989',b'17' 
b'doubleTwelveTaskFragmentReceived:_620480',b'2' 
b'doubleTwelveTaskFragmentReceived:_1082489',b'6' 
b'doubleTwelveTaskFragmentReceived:_599500',b'17' 
b'doubleTwelveTaskFragmentReceived:_1035660',b'9' 
b'doubleTwelveTaskFragmentReceived:_725118',b'7' 
b'doubleTwelveTaskFragmentReceived:_1014266',b'6' 
b'doubleTwelveTaskFragmentReceived:_1044356',b'6' 
b'doubleTwelveTaskFragmentReceived:_957526',b'3' 
b'doubleTwelveTaskFragmentReceived:_1014269',b'6' 
b'doubleTwelveTaskFragmentReceived:_1005767',b'3' 
b'doubleTwelveTaskFragmentReceived:_1025627',b'11' 
b'doubleTwelveTaskFragmentReceived:_1043101',b'3' 
b'doubleTwelveTaskFragmentReceived:_945678',b'10' 
b'doubleTwelveTaskFragmentReceived:_1002789',b'3' 
b'doubleTwelveTaskFragmentReceived:_380246',b'4' 
b'doubleTwelveTaskFragmentReceived:_914555',b'17' 
b'doubleTwelveTaskFragmentReceived:_1057026',b'6' 
b'doubleTwelveTaskFragmentReceived:_719943',b'15' 
b'doubleTwelveTaskFragmentReceived:_770579',b'5' 
b'doubleTwelveTaskFragmentReceived:_669823',b'6' 
b'doubleTwelveTaskFragmentReceived:_667814',b'3' 
b'doubleTwelveTaskFragmentReceived:_196208',b'10' 
b'doubleTwelveTaskFragmentReceived:_109551',b'6' 
b'doubleTwelveTaskFragmentReceived:_102157',b'15' 
b'doubleTwelveTaskFragmentReceived:_691072',b'3' 
b'doubleTwelveTaskFragmentReceived:_734331',b'2' 
b'doubleTwelveTaskFragmentReceived:_967482',b'4' 
b'doubleTwelveTaskFragmentReceived:_480196',b'11' 
b'doubleTwelveTaskFragmentReceived:_345555',b'5' 
b'doubleTwelveTaskFragmentReceived:_898500',b'5' 
b'doubleTwelveTaskFragmentReceived:_625568',b'15' 
b'doubleTwelveTaskFragmentReceived:_712150',b'12' 
b'doubleTwelveTaskFragmentReceived:_418103',b'13' 
b'doubleTwelveTaskFragmentReceived:_767488',b'6' 
b'doubleTwelveTaskFragmentReceived:_693984',b'9' 
b'doubleTwelveTaskFragmentReceived:_749067',b'5' 
b'doubleTwelveTaskFragmentReceived:_889341',b'3' 
b'doubleTwelveTaskFragmentReceived:_458115',b'3' 
b'doubleTwelveTaskFragmentReceived:_1031684',b'3' 
b'doubleTwelveTaskFragmentReceived:_603624',b'9' 
b'doubleTwelveTaskFragmentReceived:_889707',b'3' 
b'doubleTwelveTaskFragmentReceived:_317988',b'8' 
b'doubleTwelveTaskFragmentReceived:_59087',b'3' 
b'doubleTwelveTaskFragmentReceived:_553663',b'3' 
b'doubleTwelveTaskFragmentReceived:_287832',b'7' 
b'doubleTwelveTaskFragmentReceived:_1049646',b'5' 
b'doubleTwelveTaskFragmentReceived:_562644',b'15' 
b'doubleTwelveTaskFragmentReceived:_93567',b'15' 
b'doubleTwelveTaskFragmentReceived:_472928',b'12' 
b'doubleTwelveTaskFragmentReceived:_761392',b'1' 
b'doubleTwelveTaskFragmentReceived:_783553',b'9' 
b'doubleTwelveTaskFragmentReceived:_1073657',b'6' 
b'doubleTwelveTaskFragmentReceived:_869444',b'9' 
b'doubleTwelveTaskFragmentReceived:_403455',b'3' 
b'doubleTwelveTaskFragmentReceived:_927138',b'9' 
b'doubleTwelveTaskFragmentReceived:_992853',b'12' 
b'doubleTwelveTaskFragmentReceived:_748561',b'8' 
b'doubleTwelveTaskFragmentReceived:_707430',b'3' 
b'doubleTwelveTaskFragmentReceived:_945755',b'8' 
b'doubleTwelveTaskFragmentReceived:_933179',b'3' 
b'doubleTwelveTaskFragmentReceived:_345376',b'6' 
b'doubleTwelveTaskFragmentReceived:_178850',b'2' 
b'doubleTwelveTaskFragmentReceived:_932490',b'5' 
b'doubleTwelveTaskFragmentReceived:_897322',b'5' 
b'doubleTwelveTaskFragmentReceived:_590900',b'13' 
b'doubleTwelveTaskFragmentReceived:_150600',b'3' 
b'doubleTwelveTaskFragmentReceived:_1031900',b'3' 
b'doubleTwelveTaskFragmentReceived:_691698',b'3' 
b'doubleTwelveTaskFragmentReceived:_914566',b'3' 
b'doubleTwelveTaskFragmentReceived:_609',b'4' 
b'doubleTwelveTaskFragmentReceived:_1055764',b'3' 
b'doubleTwelveTaskFragmentReceived:_950580',b'3' 
b'doubleTwelveTaskFragmentReceived:_880440',b'12' 
b'doubleTwelveTaskFragmentReceived:_620611',b'3' 
b'doubleTwelveTaskFragmentReceived:_800573',b'18' 
b'doubleTwelveTaskFragmentReceived:_12365',b'6' 
b'doubleTwelveTaskFragmentReceived:_454200',b'8' 
b'doubleTwelveTaskFragmentReceived:_685211',b'17' 
b'doubleTwelveTaskFragmentReceived:_790142',b'6' 
b'doubleTwelveTaskFragmentReceived:_165519',b'7' 
b'doubleTwelveTaskFragmentReceived:_4387',b'4' 
b'doubleTwelveTaskFragmentReceived:_1006720',b'4' 
b'doubleTwelveTaskFragmentReceived:_276232',b'3' 
b'doubleTwelveTaskFragmentReceived:_768916',b'16' 
b'doubleTwelveTaskFragmentReceived:_217885',b'6' 
b'doubleTwelveTaskFragmentReceived:_885539',b'3' 
b'doubleTwelveTaskFragmentReceived:_871958',b'6' 
b'doubleTwelveTaskFragmentReceived:_513289',b'6' 
b'doubleTwelveTaskFragmentReceived:_212999',b'3' 
b'doubleTwelveTaskFragmentReceived:_905031',b'3' 
b'doubleTwelveTaskFragmentReceived:_716271',b'3' 
b'doubleTwelveTaskFragmentReceived:_177270',b'3' 
b'doubleTwelveTaskFragmentReceived:_783089',b'6' 
b'doubleTwelveTaskFragmentReceived:_1077332',b'3' 
b'doubleTwelveTaskFragmentReceived:_48032',b'11' 
b'doubleTwelveTaskFragmentReceived:_657640',b'7' 
b'doubleTwelveTaskFragmentReceived:_1078680',b'6' 
b'doubleTwelveTaskFragmentReceived:_790575',b'3' 
b'doubleTwelveTaskFragmentReceived:_151837',b'3' 
b'doubleTwelveTaskFragmentReceived:_122579',b'15' 
b'doubleTwelveTaskFragmentReceived:_747905',b'5' 
b'doubleTwelveTaskFragmentReceived:_987242',b'2' 
b'doubleTwelveTaskFragmentReceived:_938068',b'5' 
b'doubleTwelveTaskFragmentReceived:_16981',b'6' 
